Python,Java,C++,JavaScript,C#,PHP,Ruby,Swift,Go,Rust,Software_Development_Experience,Database_Management,Networking_Skills,Web_Development_Experience,Communication_Skills,Problem_Solving_Abilities,Teamwork_Collaboration,Time_Management,Adaptability,Personal_Interests,Internship_Experience,Certifications_Training,Leadership_Experience,Career_Goals
2,2,7,4,3,1,1,4,4,3,3,3,3,2,2,8,4,3,4,Research,Yes,Yes,No,game-developer
4,3,4,2,2,4,3,2,1,8,7,2,2,2,3,8,4,1,4,Coding,Yes,Yes,No,rust
2,3,1,2,9,3,1,3,2,1,9,9,1,1,3,1,2,4,2,Design,Yes,Yes,No,aspnet-core
7,2,1,2,1,1,2,4,3,4,4,8,2,4,1,1,2,9,4,Management,No,Yes,No,data-analyst
4,1,4,7,2,2,1,3,1,4,1,7,1,2,3,1,3,1,2,Research,Yes,No,No,mongodb
3,4,3,2,3,1,1,1,4,1,9,1,8,3,4,3,4,4,8,Design,Yes,Yes,No,docker
1,1,2,1,2,1,4,4,1,4,1,3,2,2,1,8,3,8,3,Research,No,No,No,qa
1,3,2,2,4,2,3,2,3,1,3,4,3,4,9,4,7,1,3,Design,No,Yes,No,devrel
4,1,2,2,1,4,1,1,3,1,4,9,3,1,4,2,1,8,2,Research,Yes,No,No,sql
9,4,4,4,3,1,1,4,3,3,4,8,4,3,4,9,3,4,1,Design,No,Yes,No,ai-data-scientist
4,3,2,3,4,8,4,4,2,1,3,9,4,9,4,1,2,3,4,Management,Yes,No,No,php
4,1,2,1,1,4,1,3,2,3,2,3,7,4,4,3,3,3,8,Research,Yes,No,No,aws
9,2,2,1,4,3,2,2,4,2,4,7,3,2,4,1,4,9,2,Coding,No,Yes,No,data-analyst
3,4,8,4,4,4,3,3,8,3,3,1,3,2,4,9,1,3,4,Management,No,No,No,blockchain
4,2,1,4,1,4,4,2,2,2,8,3,8,2,3,8,3,3,1,Design,No,No,No,system-design
4,2,2,1,4,9,3,1,2,4,3,7,4,7,1,4,1,2,3,Management,Yes,Yes,No,php
4,3,1,4,3,3,4,2,3,1,4,2,9,2,1,3,1,4,7,Management,Yes,Yes,No,aws
3,1,4,4,1,3,4,3,2,3,3,4,2,1,8,3,1,1,8,Design,No,Yes,No,ux-design
2,1,2,2,1,8,4,4,2,4,1,7,4,8,4,1,4,3,2,Research,No,Yes,No,php
3,8,8,1,1,3,1,1,1,1,2,1,2,1,1,7,1,4,4,Coding,Yes,No,No,computer-science
1,2,2,4,3,3,4,3,4,2,3,4,3,2,8,3,2,7,4,Design,Yes,Yes,No,technical-writer
4,4,3,8,4,1,4,1,2,3,3,1,3,9,1,3,3,1,3,Coding,No,No,No,angular
4,1,1,4,2,3,3,1,2,1,4,9,1,2,4,2,1,8,1,Coding,No,No,No,sql
1,1,1,1,3,1,2,4,3,4,4,2,4,1,7,1,2,9,3,Management,Yes,Yes,Yes,product-manager
4,2,3,7,3,4,4,1,3,2,7,3,2,1,3,2,1,3,8,Coding,Yes,No,No,react-native
4,4,3,8,2,3,1,1,3,3,7,8,2,3,3,1,1,4,4,Coding,No,Yes,No,nodejs
2,3,4,7,3,4,1,4,4,3,1,8,3,1,2,3,3,4,3,Management,No,Yes,No,mongodb
4,2,1,7,3,4,2,2,3,3,2,1,4,9,3,2,1,3,4,Management,Yes,No,No,typescript
8,3,1,2,2,2,4,1,1,1,1,2,3,4,4,8,4,3,2,Management,No,Yes,No,ai-agents
3,2,7,2,4,2,1,4,4,4,8,4,1,3,4,8,4,4,3,Management,No,Yes,No,cpp
3,4,3,8,3,2,4,4,2,4,4,4,4,9,4,3,1,3,3,Design,No,Yes,No,frontend
2,1,2,9,1,4,1,3,2,2,9,3,1,1,2,3,1,1,8,Coding,Yes,Yes,No,react-native
3,1,3,7,3,2,1,2,3,3,8,1,1,2,3,1,2,1,9,Coding,Yes,No,No,react-native
2,2,1,1,2,7,2,3,2,2,1,7,4,7,2,2,2,3,1,Research,No,Yes,No,php
3,1,3,9,4,2,3,4,1,2,1,4,2,8,3,2,3,1,7,Management,No,Yes,No,vue
2,2,3,8,1,2,1,3,2,2,4,1,4,7,4,2,1,3,7,Management,Yes,No,No,vue
1,9,8,4,1,3,2,4,2,2,2,2,4,2,1,9,4,4,2,Coding,Yes,No,No,computer-science
3,1,4,9,2,1,1,3,3,4,2,3,9,3,4,4,1,1,8,Design,No,Yes,No,cloudflare
1,9,2,2,2,1,3,4,2,3,7,3,1,1,1,4,2,4,7,Research,Yes,Yes,No,android
8,1,1,2,3,3,1,2,3,4,1,8,1,4,2,7,1,3,4,Design,No,Yes,No,ai-data-scientist
9,2,4,8,1,3,1,1,2,3,4,7,1,9,2,3,1,1,4,Management,No,No,No,full-stack
1,1,4,1,2,3,1,4,3,1,2,7,4,4,1,1,1,8,2,Management,Yes,Yes,No,sql
1,1,4,2,2,8,3,2,4,4,2,7,1,7,2,1,1,2,4,Management,No,Yes,No,php
4,3,2,1,3,9,2,1,2,2,2,9,1,8,2,4,4,1,4,Research,No,Yes,No,php
4,3,4,9,3,4,3,4,1,4,1,7,2,3,3,3,4,3,2,Coding,No,Yes,No,mongodb
7,4,4,4,2,1,4,3,3,1,4,2,1,2,2,9,4,1,2,Coding,No,Yes,No,ai-agents
4,1,4,4,1,2,3,3,2,2,9,4,8,4,1,8,3,3,3,Management,Yes,Yes,No,system-design
1,4,4,1,9,4,3,3,3,1,8,8,4,3,3,2,4,4,2,Research,No,Yes,No,aspnet-core
2,3,2,4,7,1,2,4,1,3,7,7,4,4,4,4,4,2,3,Research,No,No,No,aspnet-core
1,3,4,3,2,2,4,3,1,4,1,3,1,3,8,2,8,2,3,Design,No,Yes,Yes,engineering-manager
4,4,7,1,1,1,3,2,7,4,1,3,1,1,1,7,4,3,2,Design,Yes,Yes,No,blockchain
4,4,1,2,1,4,3,3,4,2,2,1,1,2,9,1,1,1,9,Management,Yes,No,No,ux-design
1,1,3,9,1,4,2,3,2,3,2,2,3,9,2,1,3,2,2,Research,No,Yes,No,frontend
9,2,3,3,4,4,1,1,2,2,2,9,3,2,1,1,2,8,4,Research,Yes,No,No,data-analyst
1,3,4,3,1,4,3,4,3,2,3,3,1,1,8,1,9,3,3,Management,No,No,No,devrel
8,4,1,4,2,2,2,3,3,4,4,4,9,2,3,8,1,3,3,Design,No,Yes,No,ai-red-teaming
9,1,3,1,4,4,2,2,4,4,1,8,2,4,1,1,1,8,3,Research,Yes,No,No,data-analyst
8,2,4,1,2,3,3,4,4,2,8,4,8,1,1,1,1,1,2,Design,Yes,No,No,mlops
7,2,2,2,1,3,2,4,4,1,1,7,4,4,1,3,2,7,1,Research,Yes,Yes,No,data-analyst
2,4,3,2,2,9,1,3,4,2,3,8,3,8,1,4,2,4,2,Design,No,No,No,php
1,3,8,2,2,2,4,3,4,1,8,3,2,3,3,8,3,4,1,Management,Yes,Yes,No,cpp
3,3,1,4,2,8,4,3,3,4,1,9,1,8,2,3,1,3,3,Design,Yes,No,No,php
4,2,1,3,4,1,4,3,1,1,7,3,8,1,2,4,4,7,4,Management,Yes,Yes,No,devops
3,2,2,3,4,3,3,2,1,3,4,3,7,2,4,4,2,2,7,Management,No,Yes,No,aws
3,4,4,7,1,4,4,4,1,4,7,8,1,3,1,3,4,4,3,Coding,No,Yes,No,nodejs
1,1,2,1,3,3,1,1,4,3,2,2,4,2,7,3,3,9,3,Coding,No,Yes,Yes,product-manager
2,7,4,4,1,2,3,4,2,2,9,4,1,3,2,2,4,2,8,Design,No,Yes,No,android
4,4,1,2,2,2,3,4,4,4,3,3,7,2,3,8,3,4,3,Research,No,Yes,No,linux
3,2,2,2,3,1,1,2,3,7,7,4,4,1,4,7,2,3,4,Coding,Yes,No,No,rust
8,2,1,3,4,4,4,3,4,3,3,8,3,1,4,8,2,1,4,Design,No,No,No,ai-data-scientist
2,2,1,7,2,1,2,3,2,2,9,2,1,1,2,4,2,4,8,Coding,No,Yes,No,react-native
8,1,1,3,2,4,4,2,1,1,1,4,7,1,3,8,2,1,3,Design,Yes,No,No,ai-red-teaming
2,2,1,8,4,4,3,1,1,4,2,1,3,9,1,2,1,1,3,Design,No,No,No,frontend
2,2,2,2,4,4,2,1,4,8,7,1,4,3,3,8,2,3,2,Research,No,Yes,No,rust
8,1,3,3,2,3,2,4,1,4,4,7,2,3,3,8,3,3,4,Design,Yes,Yes,No,ai-data-scientist
4,2,2,9,4,3,2,1,4,2,2,9,1,3,2,4,2,1,4,Coding,No,No,No,mongodb
1,2,3,7,4,3,1,4,3,3,7,9,3,2,1,1,2,2,4,Design,No,Yes,No,nodejs
3,4,4,9,1,4,4,2,4,3,3,4,9,3,2,1,1,2,9,Coding,No,Yes,No,cloudflare
1,4,2,1,2,1,1,3,1,2,2,1,8,4,2,7,3,4,9,Coding,No,Yes,No,cyber-security
8,4,3,2,1,4,2,3,2,4,3,2,1,2,4,7,2,1,4,Research,No,No,No,ai-agents
2,1,1,4,4,4,3,4,2,1,8,3,7,4,4,3,1,1,8,Design,No,No,No,kubernetes
2,2,4,1,1,4,3,3,2,4,3,4,3,4,8,2,7,2,1,Research,No,Yes,No,devrel
8,4,3,3,3,2,1,2,3,4,3,8,4,1,4,9,2,4,2,Design,No,No,No,ai-data-scientist
2,1,1,9,3,1,4,2,4,1,7,3,3,4,1,3,2,4,9,Coding,Yes,No,No,react-native
3,1,2,3,2,4,1,4,3,3,8,2,7,2,4,3,3,7,3,Design,No,Yes,No,devops
2,1,2,4,4,4,1,1,4,3,4,9,1,3,4,4,1,8,1,Research,Yes,No,No,sql
4,1,3,9,1,4,3,1,1,1,9,1,4,1,2,1,2,4,9,Research,Yes,Yes,No,react-native
3,3,8,2,3,4,2,2,1,4,7,4,1,3,4,7,4,4,1,Coding,Yes,Yes,No,cpp
2,2,4,8,3,1,1,2,1,2,7,7,3,3,3,1,2,1,3,Research,No,No,No,nodejs
4,9,7,3,2,2,2,1,3,2,2,4,4,3,3,9,1,2,4,Design,No,No,No,computer-science
4,2,2,3,3,2,2,1,3,3,2,3,8,4,1,8,4,1,4,Management,No,Yes,No,linux
2,4,3,7,1,1,3,2,3,3,1,4,2,7,4,2,2,3,2,Design,Yes,No,No,angular
2,4,9,4,4,1,4,1,4,3,1,4,1,2,1,9,1,2,3,Management,Yes,No,No,game-developer
4,4,2,3,2,3,3,2,2,3,8,3,7,4,2,3,3,2,8,Design,No,Yes,No,terraform
4,3,3,1,1,1,4,2,2,2,1,4,2,4,8,1,4,9,3,Design,Yes,No,Yes,product-manager
4,7,8,4,1,2,4,4,4,2,1,2,1,1,1,7,1,4,4,Coding,Yes,No,No,computer-science
4,1,4,4,2,1,2,4,1,7,7,3,1,3,3,9,3,4,1,Design,No,No,No,rust
8,4,4,2,1,4,2,3,2,3,7,1,3,3,4,2,3,4,4,Management,No,No,No,ai-engineer
2,2,1,8,2,1,2,4,2,4,3,8,2,1,1,1,2,3,3,Research,Yes,Yes,No,mongodb
3,2,3,3,2,7,3,3,2,3,2,7,1,7,2,3,2,1,3,Coding,Yes,No,No,php
8,2,3,2,4,1,4,1,4,1,2,9,2,2,1,7,2,3,3,Management,No,Yes,No,ai-data-scientist
9,1,4,2,2,4,4,1,3,1,2,2,9,4,1,8,2,4,3,Coding,Yes,Yes,No,ai-red-teaming
3,7,7,3,4,4,4,2,4,3,1,1,3,3,2,9,4,2,2,Management,Yes,No,No,computer-science
1,4,4,1,4,4,1,4,1,2,9,4,8,1,3,2,4,3,9,Research,No,No,No,terraform
9,1,4,4,1,3,4,3,4,1,7,1,9,1,3,4,3,1,2,Management,No,Yes,No,mlops
7,4,2,2,4,2,2,3,1,4,3,3,2,3,4,9,2,3,3,Research,Yes,Yes,No,ai-agents
3,2,2,1,1,3,1,2,4,4,9,3,8,4,3,4,4,9,2,Management,Yes,No,No,devops
4,4,7,1,3,3,3,1,9,2,1,4,3,3,4,7,2,1,4,Design,Yes,Yes,No,blockchain
8,3,1,1,4,3,2,4,2,4,2,8,4,4,4,1,3,9,2,Design,Yes,No,No,data-analyst
3,3,2,4,1,1,2,4,3,1,2,3,1,1,7,3,3,8,3,Design,No,Yes,No,technical-writer
3,2,4,7,2,2,4,1,3,4,4,4,9,4,2,4,3,2,8,Research,No,Yes,No,cloudflare
7,1,3,1,4,1,4,2,3,4,7,1,3,3,4,2,3,4,4,Coding,Yes,No,No,ai-engineer
1,3,2,8,4,3,1,2,3,1,4,4,4,8,3,2,1,1,9,Design,Yes,Yes,No,vue
7,3,1,1,3,2,1,1,1,3,9,4,1,4,2,4,3,4,4,Design,No,Yes,No,ai-engineer
1,4,4,8,3,1,4,2,1,4,2,2,4,7,1,2,3,1,8,Management,Yes,No,No,react
1,3,1,8,2,3,1,1,3,1,1,8,4,4,1,4,4,2,2,Design,Yes,No,No,mongodb
4,1,3,8,3,4,2,2,4,4,3,3,1,9,1,1,3,3,7,Management,Yes,No,No,react
4,1,3,3,1,3,3,2,3,3,4,2,1,4,8,1,8,1,1,Design,Yes,No,No,devrel
1,1,1,2,2,4,1,2,4,2,1,4,2,1,7,2,3,2,8,Management,No,Yes,No,ux-design
3,9,1,1,3,3,4,1,2,2,9,3,3,1,1,4,2,1,9,Research,Yes,No,No,android
1,1,2,1,2,3,1,4,4,2,8,2,9,4,1,2,3,4,9,Management,No,No,No,docker
1,1,2,2,4,2,4,2,4,4,4,1,2,3,7,2,4,4,8,Coding,Yes,No,No,ux-design
9,4,1,9,4,4,3,3,2,3,2,7,2,7,4,3,2,1,4,Management,No,No,No,full-stack
8,4,2,8,3,3,2,3,4,4,3,9,4,8,4,2,1,1,3,Management,Yes,Yes,No,full-stack
1,3,2,1,1,3,1,4,3,1,1,2,2,2,8,4,7,2,1,Design,No,No,No,devrel
2,4,1,2,4,4,2,2,4,1,7,4,7,4,4,1,1,1,9,Coding,No,Yes,No,kubernetes
2,4,4,8,3,4,2,4,3,2,3,2,9,4,1,2,2,3,8,Coding,Yes,Yes,No,cloudflare
4,3,4,3,2,2,2,2,3,3,1,4,8,1,1,8,2,2,9,Management,No,No,No,cyber-security
2,1,2,9,4,3,2,4,3,3,2,8,3,2,2,2,2,4,1,Coding,No,No,No,mongodb
7,1,4,1,2,1,4,1,1,4,4,7,2,2,1,8,1,4,1,Coding,No,No,No,ai-data-scientist
4,4,2,7,2,3,2,1,1,1,9,7,3,4,4,3,4,4,3,Management,Yes,No,No,nodejs
3,4,4,2,1,2,3,3,3,9,7,3,1,3,3,8,2,1,1,Design,No,No,No,rust
4,1,1,1,3,1,2,2,2,3,9,3,9,4,2,8,2,3,4,Coding,No,Yes,No,system-design
4,3,2,1,2,2,4,3,4,4,2,4,7,2,3,9,2,4,7,Coding,No,No,No,cyber-security
9,2,4,2,3,3,4,4,4,4,2,9,2,4,3,8,2,2,2,Management,Yes,Yes,No,ai-data-scientist
4,4,4,2,4,2,3,1,2,1,4,7,2,3,4,2,3,9,3,Research,Yes,Yes,No,sql
9,4,1,7,2,2,3,4,2,1,3,7,3,9,1,3,3,1,2,Design,Yes,Yes,No,full-stack
1,2,1,8,4,2,3,1,1,4,2,2,3,9,4,1,2,1,8,Research,Yes,No,No,vue
4,2,3,9,2,1,2,3,3,4,1,4,1,9,4,4,3,1,9,Design,Yes,No,No,react
1,1,2,9,1,1,3,4,3,1,3,1,2,8,1,3,3,4,1,Research,Yes,Yes,No,frontend
9,1,1,4,2,2,1,3,3,1,1,2,7,1,3,9,2,4,3,Design,Yes,Yes,No,ai-red-teaming
4,3,3,2,1,4,1,2,3,4,1,2,3,1,7,4,3,7,1,Coding,Yes,Yes,Yes,product-manager
4,2,4,8,3,3,3,1,1,3,1,3,3,9,3,2,4,1,8,Management,Yes,No,No,react
2,2,2,1,2,3,2,3,3,3,7,2,8,4,4,4,3,4,9,Design,No,No,No,docker
4,3,1,3,4,4,3,3,1,3,3,1,4,1,8,3,4,9,3,Management,Yes,No,No,technical-writer
3,2,2,4,4,3,3,3,3,3,8,3,7,3,4,8,2,2,3,Research,No,No,No,system-design
8,2,2,8,1,3,3,2,3,3,1,7,2,9,1,3,2,2,1,Research,No,No,No,full-stack
4,4,4,3,4,4,2,1,2,4,2,1,1,4,8,2,8,2,2,Coding,Yes,No,Yes,engineering-manager
4,3,2,7,4,4,4,3,3,3,3,4,4,9,4,3,1,4,8,Research,Yes,No,No,react
3,2,4,3,2,9,1,1,1,3,3,9,3,9,3,1,4,1,2,Research,No,No,No,php
4,1,2,2,1,7,1,2,1,4,3,8,1,8,1,1,1,1,1,Coding,Yes,Yes,No,php
2,1,3,7,3,1,2,1,4,4,3,8,2,1,2,3,2,1,4,Management,No,Yes,No,mongodb
2,4,2,8,4,4,1,3,1,3,4,4,1,8,1,2,3,4,4,Design,Yes,No,No,frontend
8,4,3,3,3,3,4,3,2,3,2,4,9,2,2,9,1,2,4,Research,No,No,No,ai-red-teaming
2,3,4,2,2,3,4,3,4,4,4,1,3,4,7,1,8,1,4,Coding,Yes,No,No,devrel
2,7,2,3,3,3,1,1,3,3,7,4,3,4,3,3,4,2,8,Management,Yes,No,No,android
1,1,1,7,3,3,1,4,4,4,3,1,3,7,1,4,2,2,1,Coding,No,No,No,angular
8,3,1,7,4,2,4,1,3,3,1,7,2,8,2,3,3,2,1,Management,No,Yes,No,full-stack
2,4,2,1,3,1,1,3,2,2,8,2,8,2,3,1,4,9,3,Management,Yes,No,No,devops
1,3,1,4,1,3,1,4,4,4,4,2,3,3,7,2,9,3,4,Research,Yes,Yes,No,devrel
1,4,3,4,4,3,1,3,4,1,4,2,3,4,8,3,8,3,1,Design,No,Yes,No,devrel
2,2,4,8,1,3,2,1,3,1,4,1,9,2,3,3,3,2,7,Design,No,Yes,No,cloudflare
1,4,1,4,2,1,2,4,3,1,2,1,2,3,9,2,8,4,1,Research,No,Yes,Yes,engineering-manager
7,3,4,4,4,2,1,2,4,4,4,7,2,4,2,8,3,4,2,Coding,Yes,Yes,No,ai-data-scientist
2,2,3,9,4,1,1,4,4,1,4,3,2,9,3,2,2,4,1,Design,Yes,Yes,No,angular
8,3,2,4,3,1,3,1,3,4,9,3,7,1,4,1,2,1,4,Research,No,No,No,mlops
8,2,4,3,2,2,2,2,2,2,9,2,3,1,4,3,3,2,2,Management,No,No,No,ai-engineer
1,1,4,1,1,4,3,2,3,3,4,7,2,3,1,3,1,7,3,Management,No,Yes,No,redis
9,2,1,2,2,3,4,3,4,1,3,9,4,4,4,4,1,8,3,Management,Yes,Yes,No,data-analyst
9,1,2,3,3,3,2,4,1,1,1,8,3,1,1,4,4,7,4,Management,No,No,No,data-analyst
2,3,2,1,4,2,3,2,1,3,2,2,4,4,9,3,7,3,1,Coding,Yes,No,No,devrel
3,4,4,3,3,4,1,2,1,7,8,4,1,1,4,8,1,3,2,Research,Yes,No,No,rust
2,4,4,1,2,4,3,1,3,3,9,4,8,4,3,8,4,2,2,Design,No,Yes,No,system-design
1,3,3,1,4,4,4,3,1,2,4,1,1,4,4,9,2,9,4,Management,Yes,No,No,qa
3,4,4,8,4,4,4,3,1,4,7,4,3,1,4,2,2,1,7,Research,No,Yes,No,react-native
4,2,2,9,2,1,2,4,4,4,4,4,2,8,4,2,3,4,8,Design,Yes,No,No,vue
3,1,3,9,1,1,1,4,2,2,2,1,8,1,4,2,4,3,7,Design,No,No,No,cloudflare
8,1,2,4,4,2,2,2,1,1,9,1,3,3,2,4,3,1,4,Management,Yes,Yes,No,ai-engineer
3,4,8,1,4,2,2,1,8,3,4,2,4,2,4,8,2,3,4,Coding,Yes,Yes,No,blockchain
2,4,4,8,1,3,4,4,3,1,2,4,4,8,3,3,3,1,1,Research,No,No,No,angular
1,3,3,7,4,3,4,4,2,4,3,3,7,3,1,3,1,1,7,Coding,Yes,Yes,No,cloudflare
1,3,1,8,4,1,4,2,1,4,3,3,7,1,2,1,4,2,8,Management,No,Yes,No,cloudflare
2,8,9,1,2,4,3,4,1,4,3,3,1,2,2,7,3,3,1,Research,No,No,No,computer-science
3,3,3,8,3,2,2,2,3,2,3,2,1,8,3,1,2,1,1,Management,No,No,No,angular
2,4,1,3,2,3,2,3,2,1,3,2,2,1,9,2,3,9,3,Management,Yes,No,Yes,product-manager
4,1,3,3,2,3,3,1,4,3,3,3,2,3,8,4,9,1,4,Management,No,Yes,Yes,engineering-manager
7,1,1,3,3,2,4,4,4,1,2,1,3,4,3,8,2,2,4,Research,No,No,No,ai-agents
9,4,1,3,2,1,1,3,2,1,2,3,7,1,4,9,3,1,1,Management,No,No,No,ai-red-teaming
1,2,3,7,1,1,2,1,3,2,1,1,7,1,3,4,3,1,9,Design,No,Yes,No,cloudflare
2,3,4,4,1,1,1,2,4,2,1,3,4,1,7,1,7,2,4,Research,Yes,Yes,Yes,engineering-manager
4,1,8,3,3,2,4,3,4,2,1,3,3,1,4,7,1,2,4,Research,No,Yes,No,game-developer
4,3,1,4,3,1,1,3,1,1,3,1,1,2,2,9,2,9,4,Design,No,No,No,qa
2,2,2,4,1,3,3,4,1,4,3,2,9,2,1,7,1,3,2,Research,No,No,No,linux
4,4,2,1,1,1,1,1,3,3,9,3,9,2,1,2,3,8,1,Coding,Yes,No,No,devops
4,2,2,9,1,4,4,4,4,1,2,2,2,7,2,4,3,2,8,Research,No,Yes,No,vue
9,4,2,3,2,2,4,3,4,2,3,9,1,4,1,3,3,9,3,Coding,No,No,No,data-analyst
4,1,4,1,4,2,3,4,4,1,9,4,7,1,4,1,4,2,8,Design,Yes,Yes,No,terraform
2,1,1,8,3,1,2,3,4,4,7,4,2,2,3,1,1,2,7,Coding,Yes,Yes,No,react-native
4,1,1,8,1,2,1,1,2,1,3,8,1,1,3,4,1,4,3,Design,No,Yes,No,mongodb
1,1,3,2,1,1,2,2,2,9,7,2,1,3,2,8,3,4,1,Design,Yes,No,No,rust
1,1,3,3,2,4,4,3,2,2,7,2,8,2,1,1,1,8,3,Design,Yes,Yes,No,devops
3,1,4,9,4,4,3,3,2,4,3,2,8,2,1,3,1,3,8,Research,Yes,No,No,cloudflare
3,4,8,2,3,4,3,1,3,1,8,2,4,3,1,7,1,1,2,Design,Yes,Yes,No,cpp
3,1,1,9,2,3,1,2,1,4,2,4,1,7,1,3,2,3,9,Coding,No,No,No,vue
4,1,1,8,1,3,1,3,2,1,8,2,4,3,4,3,2,1,8,Research,Yes,Yes,No,react-native
1,1,2,7,2,3,2,4,1,3,3,2,1,8,2,1,3,3,7,Coding,Yes,Yes,No,react
4,2,2,7,4,2,2,3,1,2,4,1,2,7,4,2,4,1,3,Research,No,Yes,No,frontend
4,3,4,3,1,4,4,4,1,2,2,4,8,2,2,9,1,4,8,Coding,Yes,No,No,cyber-security
3,4,2,2,2,1,2,2,3,2,9,1,7,4,1,2,2,8,4,Management,Yes,Yes,No,devops
4,4,4,7,3,2,4,4,4,4,8,2,3,2,2,4,4,3,9,Management,No,Yes,No,react-native
3,4,7,2,1,1,2,3,4,4,9,1,4,2,3,8,1,3,2,Research,No,No,No,cpp
8,1,2,3,2,3,3,1,4,3,4,8,1,2,1,7,2,2,2,Research,Yes,Yes,No,ai-data-scientist
4,4,1,8,4,2,1,3,4,1,4,2,4,8,3,1,2,3,8,Research,No,No,No,vue
4,3,2,9,2,4,3,4,2,1,4,2,2,8,2,1,3,3,7,Management,Yes,Yes,No,react
2,3,3,9,2,4,4,1,3,1,1,1,4,9,1,1,1,1,1,Research,No,No,No,frontend
1,3,8,3,3,3,1,2,2,4,7,1,2,3,2,8,2,4,3,Research,Yes,Yes,No,cpp
4,2,1,8,4,3,1,2,4,4,2,3,1,9,2,3,4,1,4,Coding,No,No,No,typescript
4,3,2,4,3,3,3,4,1,1,8,2,7,4,4,4,1,8,4,Coding,Yes,Yes,No,devops
4,4,1,7,3,2,4,3,2,4,8,2,4,2,3,4,3,2,8,Coding,Yes,No,No,react-native
7,3,2,2,1,3,3,2,3,4,8,3,1,3,2,3,3,2,3,Design,Yes,Yes,No,ai-engineer
7,1,2,2,3,3,3,3,2,1,2,1,7,4,1,8,2,2,4,Design,No,No,No,ai-red-teaming
2,4,1,2,1,1,2,2,1,1,9,2,9,2,4,3,1,4,9,Design,No,Yes,No,kubernetes
4,4,3,1,3,4,1,4,4,1,7,4,9,4,4,9,1,3,1,Management,Yes,Yes,No,system-design
3,2,1,4,1,4,2,2,3,1,8,4,9,3,4,3,3,3,8,Research,No,Yes,No,docker
2,1,1,9,2,2,2,4,3,4,1,3,1,8,2,2,1,3,4,Coding,No,No,No,angular
7,4,3,2,2,4,3,3,4,3,7,4,4,3,1,7,2,3,4,Design,No,Yes,No,python
2,2,1,7,3,4,2,1,4,1,2,7,1,3,1,3,4,1,3,Research,Yes,Yes,No,mongodb
2,2,4,7,1,2,2,1,3,2,1,1,1,7,1,2,3,3,9,Research,No,No,No,vue
2,9,1,1,1,3,3,2,3,1,7,1,1,4,1,1,4,3,8,Coding,No,No,No,android
4,1,4,1,1,1,2,2,3,2,8,1,7,1,1,3,2,2,8,Management,Yes,Yes,No,docker
8,1,2,9,2,2,1,1,1,2,3,7,3,9,4,4,3,3,4,Coding,No,No,No,full-stack
4,4,1,2,4,1,4,3,3,9,7,4,1,2,3,7,4,3,2,Design,No,No,No,rust
1,1,1,9,2,4,3,2,4,2,8,1,4,4,1,2,2,2,8,Management,No,No,No,react-native
1,2,4,7,4,1,1,3,1,3,3,9,4,3,4,2,1,1,1,Coding,No,No,No,mongodb
1,4,4,3,3,4,4,1,3,2,8,3,7,2,3,2,3,2,7,Design,Yes,No,No,terraform
1,4,2,4,4,2,1,3,4,3,7,1,7,2,3,1,4,3,9,Research,No,No,No,docker
4,9,7,2,4,4,2,3,4,1,3,3,3,4,3,7,1,1,3,Management,Yes,Yes,No,computer-science
7,1,2,9,2,1,3,4,3,2,2,7,4,7,3,4,3,2,2,Management,No,No,No,full-stack
2,1,3,2,2,1,2,4,3,7,9,1,2,3,1,7,4,1,4,Design,Yes,Yes,No,rust
2,4,4,3,3,4,2,3,2,3,7,4,9,3,2,3,4,7,4,Research,No,No,No,devops
3,3,4,8,3,4,4,1,1,4,1,7,4,4,2,1,2,2,3,Research,No,Yes,No,mongodb
3,2,4,4,2,7,4,3,3,3,3,8,3,9,3,2,4,1,2,Coding,No,No,No,php
4,9,4,3,3,3,2,4,1,4,7,4,2,3,3,3,2,4,8,Research,Yes,Yes,No,android
3,4,1,7,1,4,4,1,1,2,2,3,1,8,2,3,3,1,1,Research,Yes,No,No,angular
2,4,2,9,2,1,2,1,4,2,2,4,2,9,2,2,4,2,2,Research,No,No,No,angular
3,1,4,8,3,4,2,2,2,4,1,7,4,3,4,2,3,3,4,Coding,Yes,No,No,mongodb
4,4,7,1,4,2,4,2,8,3,2,1,1,4,1,7,2,1,4,Design,Yes,No,No,blockchain
1,2,4,3,2,3,3,1,3,2,8,1,9,1,3,2,3,7,4,Management,No,Yes,No,devops
4,3,2,1,3,2,1,4,4,3,3,2,3,4,8,3,7,4,3,Coding,No,Yes,No,devrel
7,4,4,2,4,4,4,2,1,3,7,2,4,4,3,2,1,3,3,Coding,No,No,No,ai-engineer
2,3,2,1,1,4,3,3,4,3,2,4,3,2,9,3,1,1,8,Management,No,No,No,ux-design
1,3,3,2,1,2,2,2,3,3,3,3,3,4,4,7,1,9,1,Management,Yes,Yes,No,qa
4,1,7,4,2,2,3,2,4,4,2,1,4,1,2,9,2,3,1,Research,No,No,No,game-developer
1,2,1,7,1,4,3,3,3,4,7,2,1,3,2,4,2,2,9,Coding,No,Yes,No,react-native
7,2,2,2,1,4,4,2,4,1,9,8,2,3,4,4,3,4,1,Management,No,Yes,No,backend
3,2,4,4,3,3,4,3,2,1,2,2,8,4,4,9,2,4,3,Design,No,Yes,No,linux
3,4,4,3,2,1,1,2,1,3,4,1,1,3,7,3,3,7,4,Management,Yes,No,No,technical-writer
